Time,Channel,nodeId,ADCChannel,ADCData,ADCDataConverted
1.1,0,3,3,28,0.0068359375
1.2,0,3,4,19,0.004638671875
1.3,0,3,5,32,0.0078125
1.4,0,3,6,28,0.0068359375
1.5,0,3,7,29,0.007080078125
1.6,0,3,8,19,0.004638671875
1.7,0,3,9,19,0.004638671875
1.8,0,3,10,25,0.006103515625
1.9,0,3,11,23,0.005615234375
2.0,0,3,12,21,0.005126953125
2.1,0,3,13,19,0.004638671875
2.2,0,3,14,26,0.00634765625
2.3,0,3,15,21,0.005126953125
2.4,0,3,16,None,None
2.5,0,3,17,3043,0.742919921875
2.6,0,3,18,21,0.005126953125
2.7,0,3,19,23,0.005615234375
2.8,0,3,20,15,0.003662109375
2.9,0,3,21,10,0.00244140625
3.0,0,3,22,20,0.0048828125
3.2,0,3,23,25,0.006103515625
3.3,0,3,24,16,0.00390625
3.4,0,3,25,14,0.00341796875
3.5,0,3,26,21,0.005126953125
3.6,0,3,27,26,0.00634765625
3.7,0,3,28,16,0.00390625
3.8,0,3,29,9,0.002197265625
3.9,0,3,30,15,0.003662109375
4.0,0,3,31,27,0.006591796875
4.1,0,3,32,16,0.00390625
4.2,0,3,33,12,0.0029296875
4.3,0,3,34,25,0.006103515625
5.6,0,3,3,25,0.006103515625
5.7,0,3,4,18,0.00439453125
5.8,0,3,5,22,0.00537109375
5.9,0,3,6,30,0.00732421875
6.0,0,3,7,27,0.006591796875
6.1,0,3,8,24,0.005859375
6.2,0,3,9,20,0.0048828125
6.3,0,3,10,29,0.007080078125
6.4,0,3,11,28,0.0068359375
6.5,0,3,12,22,0.00537109375
6.6,0,3,13,18,0.00439453125
6.7,0,3,14,23,0.005615234375
6.8,0,3,15,28,0.0068359375
6.9,0,3,16,18,0.00439453125
7.0,0,3,17,3041,0.742431640625
7.1,0,3,18,26,0.00634765625
7.2,0,3,19,22,0.00537109375
7.3,0,3,20,15,0.003662109375
7.4,0,3,21,13,0.003173828125
7.5,0,3,22,21,0.005126953125
7.6,0,3,23,26,0.00634765625
7.8,0,3,24,13,0.003173828125
7.9,0,3,25,13,0.003173828125
8.0,0,3,26,21,0.005126953125
8.1,0,3,27,25,0.006103515625
8.2,0,3,28,16,0.00390625
8.3,0,3,29,7,0.001708984375
8.4,0,3,30,19,0.004638671875
8.5,0,3,31,15,0.003662109375
8.6,0,3,32,14,0.00341796875
8.7,0,3,33,11,0.002685546875
8.8,0,3,34,24,0.005859375
10.0,0,3,3,29,0.007080078125
10.2,0,3,4,20,0.0048828125
10.3,0,3,5,20,0.0048828125
10.4,0,3,6,28,0.0068359375
10.5,0,3,7,30,0.00732421875
10.6,0,3,8,26,0.00634765625
10.7,0,3,9,20,0.0048828125
10.8,0,3,10,25,0.006103515625
10.9,0,3,11,29,0.007080078125
11.0,0,3,12,22,0.00537109375
11.1,0,3,13,17,0.004150390625
11.2,0,3,14,22,0.00537109375
11.3,0,3,15,27,0.006591796875
11.4,0,3,16,25,0.006103515625
11.5,0,3,17,3039,0.741943359375
11.6,0,3,18,16,0.00390625
11.7,0,3,19,21,0.005126953125
11.8,0,3,20,21,0.005126953125
11.9,0,3,21,15,0.003662109375
12.0,0,3,22,15,0.003662109375
12.1,0,3,23,24,0.005859375
12.2,0,3,24,19,0.004638671875
12.3,0,3,25,15,0.003662109375
12.5,0,3,26,11,0.002685546875
12.6,0,3,27,24,0.005859375
12.7,0,3,28,22,0.00537109375
12.8,0,3,29,16,0.00390625
12.9,0,3,30,15,0.003662109375
13.0,0,3,31,23,0.005615234375
13.1,0,3,32,24,0.005859375
13.2,0,3,33,17,0.004150390625
13.3,0,3,34,15,0.003662109375
