Time,Channel,nodeId,ADCChannel,ADCData,ADCDataConverted
0.0,0,1,3,41,0.34
0.0,0,1,4,28,0.232
0.0,0,1,5,0,0.0
0.0,0,1,6,0,0.0
0.0,0,1,7,3,0.025
0.0,0,1,8,33,0.274
0.0,0,1,9,0,0.0
0.0,0,1,10,0,0.0
0.0,0,1,11,10,0.083
0.1,0,1,12,8,0.066
0.1,0,1,13,7,0.058
0.1,0,1,14,5,0.042
0.1,0,1,15,2,0.017
0.1,0,1,16,15,0.125
0.1,0,1,17,20,0.166
0.1,0,1,18,0,0.0
0.1,0,1,19,0,0.0
0.1,0,1,20,0,0.0
0.1,0,1,21,3,0.025
0.1,0,1,22,0,0.0
0.1,0,1,23,0,0.0
0.1,0,1,24,0,0.0
0.1,0,1,25,3,0.025
0.1,0,1,26,4,0.033
0.1,0,1,27,0,0.0
0.1,0,1,28,0,0.0
0.1,0,1,29,0,0.0
0.1,0,1,30,7,0.058
0.1,0,1,31,0,0.0
0.1,0,1,32,0,0.0
0.1,0,1,33,0,0.0
0.2,0,1,34,7,0.058
0.2,0,1,3,33,0.274
0.2,0,1,4,36,0.299
0.2,0,1,5,0,0.0
0.2,0,1,6,0,0.0
0.2,0,1,7,3,0.025
0.2,0,1,8,23,0.191
0.2,0,1,9,4,0.033
0.2,0,1,10,0,0.0
0.2,0,1,11,10,0.083
0.2,0,1,12,9,0.075
0.2,0,1,13,6,0.05
0.2,0,1,14,4,0.033
0.2,0,1,15,2,0.017
0.2,0,1,16,32,0.266
0.3,0,1,17,21,0.174
0.3,0,1,18,0,0.0
0.3,0,1,19,0,0.0
0.3,0,1,20,0,0.0
0.3,0,1,21,7,0.058
0.3,0,1,22,1,0.008
0.3,0,1,23,0,0.0
0.3,0,1,24,0,0.0
0.3,0,1,25,8,0.066
0.3,0,1,26,6,0.05
0.3,0,1,27,0,0.0
0.3,0,1,28,0,0.0
0.3,0,1,29,0,0.0
0.3,0,1,30,8,0.066
0.3,0,1,31,0,0.0
0.3,0,1,32,0,0.0
0.3,0,1,33,0,0.0
0.3,0,1,34,4,0.033
0.4,0,1,3,48,0.398
0.4,0,1,4,38,0.315
0.4,0,1,5,0,0.0
0.4,0,1,6,0,0.0
0.4,0,1,7,2,0.017
0.4,0,1,8,24,0.199
0.4,0,1,9,16,0.133
0.4,0,1,10,0,0.0
0.4,0,1,11,10,0.083
0.4,0,1,12,8,0.066
0.4,0,1,13,6,0.05
0.4,0,1,14,4,0.033
0.4,0,1,15,1,0.008
0.4,0,1,16,9,0.075
0.4,0,1,17,24,0.199
0.4,0,1,18,0,0.0
0.4,0,1,19,0,0.0
0.4,0,1,20,0,0.0
0.5,0,1,21,7,0.058
0.5,0,1,22,0,0.0
0.5,0,1,23,0,0.0
0.5,0,1,24,0,0.0
0.5,0,1,25,6,0.05
0.5,0,1,26,6,0.05
0.5,0,1,27,0,0.0
0.5,0,1,28,0,0.0
0.5,0,1,29,0,0.0
0.5,0,1,30,3,0.025
0.5,0,1,31,0,0.0
0.5,0,1,32,0,0.0
0.5,0,1,33,0,0.0
0.5,0,1,34,6,0.05
0.5,0,1,3,12,0.1
0.6,0,1,4,44,0.365
0.6,0,1,5,0,0.0
0.6,0,1,6,0,0.0
0.6,0,1,7,3,0.025
0.6,0,1,8,24,0.199
0.6,0,1,9,16,0.133
0.6,0,1,10,0,0.0
0.6,0,1,11,9,0.075
0.6,0,1,12,8,0.066
0.6,0,1,13,6,0.05
0.6,0,1,14,5,0.042
0.6,0,1,15,2,0.017
0.6,0,1,16,3,0.025
0.6,0,1,17,20,0.166
0.6,0,1,18,0,0.0
0.6,0,1,19,0,0.0
0.6,0,1,20,0,0.0
0.6,0,1,21,8,0.066
0.6,0,1,22,7,0.058
0.6,0,1,23,0,0.0
0.6,0,1,24,0,0.0
0.6,0,1,25,0,0.0
0.7,0,1,26,3,0.025
0.7,0,1,27,0,0.0
0.7,0,1,28,0,0.0
0.7,0,1,29,0,0.0
0.7,0,1,30,8,0.066
0.7,0,1,31,0,0.0
0.7,0,1,32,0,0.0
0.7,0,1,33,0,0.0
0.7,0,1,34,1,0.008
0.7,0,1,3,8,0.066
0.7,0,1,4,33,0.274
0.7,0,1,5,0,0.0
0.7,0,1,6,0,0.0
0.7,0,1,7,1,0.008
0.8,0,1,8,25,0.208
0.8,0,1,9,20,0.166
0.8,0,1,10,0,0.0
0.8,0,1,11,9,0.075
0.8,0,1,12,8,0.066
0.8,0,1,13,6,0.05
0.8,0,1,14,5,0.042
0.8,0,1,15,2,0.017
0.8,0,1,16,0,0.0
0.8,0,1,17,23,0.191
0.8,0,1,18,12,0.1
0.8,0,1,19,0,0.0
0.8,0,1,20,0,0.0
0.8,0,1,21,8,0.066
0.8,0,1,22,8,0.066
0.8,0,1,23,0,0.0
0.8,0,1,24,0,0.0
0.8,0,1,25,0,0.0
0.8,0,1,26,5,0.042
0.8,0,1,27,0,0.0
0.8,0,1,28,0,0.0
0.8,0,1,29,0,0.0
0.9,0,1,30,3,0.025
0.9,0,1,31,4,0.033
0.9,0,1,32,0,0.0
0.9,0,1,33,0,0.0
0.9,0,1,34,0,0.0
0.9,0,1,3,7,0.058
0.9,0,1,4,35,0.291
0.9,0,1,5,4,0.033
0.9,0,1,6,0,0.0
0.9,0,1,7,1,0.008
0.9,0,1,8,23,0.191
0.9,0,1,9,16,0.133
0.9,0,1,10,0,0.0
0.9,0,1,11,10,0.083
0.9,0,1,12,8,0.066
1.0,0,1,13,6,0.05
1.0,0,1,14,4,0.033
1.0,0,1,15,2,0.017
1.0,0,1,16,3,0.025
1.0,0,1,17,22,0.183
1.0,0,1,18,2,0.017
1.0,0,1,19,0,0.0
1.0,0,1,20,0,0.0
1.0,0,1,21,6,0.05
1.0,0,1,22,6,0.05
1.0,0,1,23,0,0.0
1.0,0,1,24,0,0.0
1.0,0,1,25,0,0.0
1.0,0,1,26,12,0.1
1.0,0,1,27,0,0.0
1.0,0,1,28,0,0.0
1.0,0,1,29,0,0.0
1.0,0,1,30,8,0.066
1.0,0,1,31,1,0.008
1.0,0,1,32,0,0.0
1.0,0,1,33,0,0.0
1.0,0,1,34,1,0.008
1.1,0,1,3,7,0.058
1.1,0,1,4,33,0.274
1.1,0,1,5,0,0.0
1.1,0,1,6,0,0.0
1.1,0,1,7,0,0.0
1.1,0,1,8,23,0.191
1.1,0,1,9,7,0.058
1.1,0,1,10,0,0.0
1.1,0,1,11,9,0.075
1.1,0,1,12,7,0.058
1.1,0,1,13,6,0.05
1.1,0,1,14,4,0.033
1.1,0,1,15,2,0.017
1.1,0,1,16,3,0.025
1.2,0,1,17,19,0.158
1.2,0,1,18,0,0.0
1.2,0,1,19,0,0.0
1.2,0,1,20,0,0.0
1.2,0,1,21,3,0.025
1.2,0,1,22,8,0.066
1.2,0,1,23,0,0.0
1.2,0,1,24,0,0.0
1.2,0,1,25,0,0.0
1.2,0,1,26,3,0.025
1.2,0,1,27,0,0.0
1.2,0,1,28,0,0.0
1.2,0,1,29,0,0.0
1.2,0,1,30,3,0.025
1.2,0,1,31,4,0.033
1.2,0,1,32,0,0.0
1.2,0,1,33,0,0.0
1.2,0,1,34,0,0.0
1.3,0,1,3,0,0.0
1.3,0,1,4,35,0.291
1.3,0,1,5,22,0.183
1.3,0,1,6,0,0.0
1.3,0,1,7,0,0.0
1.3,0,1,8,6,0.05
1.3,0,1,9,28,0.232
1.3,0,1,10,0,0.0
1.3,0,1,11,10,0.083
1.3,0,1,12,8,0.066
1.3,0,1,13,6,0.05
1.3,0,1,14,4,0.033
1.3,0,1,15,2,0.017
1.3,0,1,16,0,0.0
1.3,0,1,17,1,0.008
1.3,0,1,18,17,0.141
1.3,0,1,19,0,0.0
1.3,0,1,20,0,0.0
1.3,0,1,21,0,0.0
1.4,0,1,22,8,0.066
1.4,0,1,23,6,0.05
1.4,0,1,24,0,0.0
1.4,0,1,25,0,0.0
1.4,0,1,26,3,0.025
1.4,0,1,27,4,0.033
1.4,0,1,28,0,0.0
1.4,0,1,29,0,0.0
1.4,0,1,30,0,0.0
1.4,0,1,31,6,0.05
1.4,0,1,32,0,0.0
1.4,0,1,33,0,0.0
1.4,0,1,34,0,0.0
1.4,0,1,3,0,0.0
1.4,0,1,4,15,0.125
1.5,0,1,5,32,0.266
1.5,0,1,6,0,0.0
1.5,0,1,7,0,0.0
1.5,0,1,8,6,0.05
1.5,0,1,9,24,0.199
1.5,0,1,10,3,0.025
1.5,0,1,11,9,0.075
1.5,0,1,12,8,0.066
1.5,0,1,13,6,0.05
1.5,0,1,14,4,0.033
1.5,0,1,15,2,0.017
1.5,0,1,16,0,0.0
1.5,0,1,17,4,0.033
1.5,0,1,18,15,0.125
1.5,0,1,19,0,0.0
1.5,0,1,20,0,0.0
1.5,0,1,21,0,0.0
1.5,0,1,22,7,0.058
1.5,0,1,23,6,0.05
1.5,0,1,24,0,0.0
1.5,0,1,25,0,0.0
1.5,0,1,26,0,0.0
1.6,0,1,27,6,0.05
1.6,0,1,28,0,0.0
1.6,0,1,29,0,0.0
1.6,0,1,30,0,0.0
1.6,0,1,31,5,0.042
1.6,0,1,32,2,0.017
1.6,0,1,33,0,0.0
1.6,0,1,34,0,0.0
1.6,0,1,3,0,0.0
1.6,0,1,4,3,0.025
1.6,0,1,5,28,0.232
1.6,0,1,6,0,0.0
1.6,0,1,7,0,0.0
1.6,0,1,8,0,0.0
1.7,0,1,9,25,0.208
1.7,0,1,10,18,0.149
1.7,0,1,11,9,0.075
1.7,0,1,12,8,0.066
1.7,0,1,13,6,0.05
1.7,0,1,14,4,0.033
1.7,0,1,15,2,0.017
1.7,0,1,16,0,0.0
1.7,0,1,17,0,0.0
1.7,0,1,18,24,0.199
1.7,0,1,19,0,0.0
1.7,0,1,20,0,0.0
1.7,0,1,21,0,0.0
1.7,0,1,22,9,0.075
1.7,0,1,23,4,0.033
1.7,0,1,24,0,0.0
1.7,0,1,25,0,0.0
1.7,0,1,26,3,0.025
1.7,0,1,27,8,0.066
1.7,0,1,28,0,0.0
1.7,0,1,29,0,0.0
1.7,0,1,30,0,0.0
1.8,0,1,31,6,0.05
1.8,0,1,32,0,0.0
1.8,0,1,33,0,0.0
1.8,0,1,34,0,0.0
1.8,0,1,3,0,0.0
1.8,0,1,4,3,0.025
1.8,0,1,5,15,0.125
1.8,0,1,6,0,0.0
1.8,0,1,7,0,0.0
1.8,0,1,8,8,0.066
1.8,0,1,9,25,0.208
1.8,0,1,10,14,0.116
1.8,0,1,11,9,0.075
1.8,0,1,12,8,0.066
1.8,0,1,13,6,0.05
1.9,0,1,14,4,0.033
1.9,0,1,15,2,0.017
1.9,0,1,16,0,0.0
1.9,0,1,17,0,0.0
1.9,0,1,18,20,0.166
1.9,0,1,19,3,0.025
1.9,0,1,20,0,0.0
1.9,0,1,21,0,0.0
1.9,0,1,22,6,0.05
1.9,0,1,23,8,0.066
1.9,0,1,24,0,0.0
1.9,0,1,25,0,0.0
1.9,0,1,26,0,0.0
1.9,0,1,27,6,0.05
1.9,0,1,28,0,0.0
1.9,0,1,29,0,0.0
1.9,0,1,30,0,0.0
1.9,0,1,31,8,0.066
1.9,0,1,32,7,0.058
1.9,0,1,33,0,0.0
1.9,0,1,34,0,0.0
2.0,0,1,3,0,0.0
2.0,0,1,4,0,0.0
2.0,0,1,5,30,0.249
2.0,0,1,6,16,0.133
2.0,0,1,7,0,0.0
2.0,0,1,8,0,0.0
2.0,0,1,9,32,0.266
2.0,0,1,10,28,0.232
2.0,0,1,11,9,0.075
2.0,0,1,12,8,0.066
2.0,0,1,13,5,0.042
2.0,0,1,14,4,0.033
2.0,0,1,15,2,0.017
2.0,0,1,16,0,0.0
2.0,0,1,17,0,0.0
2.0,0,1,18,17,0.141
2.1,0,1,19,13,0.108
2.1,0,1,20,0,0.0
2.1,0,1,21,0,0.0
2.1,0,1,22,0,0.0
2.1,0,1,23,7,0.058
2.1,0,1,24,0,0.0
2.1,0,1,25,0,0.0
2.1,0,1,26,0,0.0
2.1,0,1,27,8,0.066
2.1,0,1,28,1,0.008
2.1,0,1,29,0,0.0
2.1,0,1,30,0,0.0
2.1,0,1,31,3,0.025
2.1,0,1,32,8,0.066
2.1,0,1,33,0,0.0
2.1,0,1,34,0,0.0
2.2,0,1,3,0,0.0
2.2,0,1,4,8,0.066
2.2,0,1,5,25,0.208
2.2,0,1,6,9,0.075
2.2,0,1,7,0,0.0
2.2,0,1,8,0,0.0
2.2,0,1,9,7,0.058
2.2,0,1,10,30,0.249
2.2,0,1,11,9,0.075
2.2,0,1,12,7,0.058
2.2,0,1,13,5,0.042
2.2,0,1,14,4,0.033
2.2,0,1,15,2,0.017
2.2,0,1,16,0,0.0
2.2,0,1,17,0,0.0
2.2,0,1,18,24,0.199
2.2,0,1,19,16,0.133
2.2,0,1,20,0,0.0
2.2,0,1,21,0,0.0
2.2,0,1,22,0,0.0
2.3,0,1,23,9,0.075
2.3,0,1,24,0,0.0
2.3,0,1,25,0,0.0
2.3,0,1,26,0,0.0
2.3,0,1,27,6,0.05
2.3,0,1,28,7,0.058
2.3,0,1,29,0,0.0
2.3,0,1,30,0,0.0
2.3,0,1,31,0,0.0
2.3,0,1,32,7,0.058
2.3,0,1,33,0,0.0
2.3,0,1,34,0,0.0
2.3,0,1,3,0,0.0
2.3,0,1,4,0,0.0
2.3,0,1,5,33,0.274
2.4,0,1,6,24,0.199
2.4,0,1,7,0,0.0
2.4,0,1,8,3,0.025
2.4,0,1,9,25,0.208
2.4,0,1,10,6,0.05
2.4,0,1,11,9,0.075
2.4,0,1,12,8,0.066
2.4,0,1,13,5,0.042
2.4,0,1,14,4,0.033
2.4,0,1,15,2,0.017
2.4,0,1,16,0,0.0
2.4,0,1,17,0,0.0
2.4,0,1,18,17,0.141
2.4,0,1,19,2,0.017
2.4,0,1,20,0,0.0
2.4,0,1,21,0,0.0
2.4,0,1,22,9,0.075
2.4,0,1,23,2,0.017
2.4,0,1,24,0,0.0
2.4,0,1,25,0,0.0
2.4,0,1,26,1,0.008
2.5,0,1,27,6,0.05
2.5,0,1,28,0,0.0
2.5,0,1,29,0,0.0
2.5,0,1,30,0,0.0
2.5,0,1,31,6,0.05
2.5,0,1,32,0,0.0
2.5,0,1,33,0,0.0
2.5,0,1,34,6,0.05
2.5,0,1,3,47,0.39
2.5,0,1,4,0,0.0
2.5,0,1,5,0,0.0
2.6,0,1,6,23,0.191
2.6,0,1,7,0,0.0
2.6,0,1,8,0,0.0
2.6,0,1,9,2,0.017
2.6,0,1,10,30,0.249
2.6,0,1,11,9,0.075
2.6,0,1,12,7,0.058
2.6,0,1,13,5,0.042
2.6,0,1,14,4,0.033
2.6,0,1,15,2,0.017
2.6,0,1,16,0,0.0
2.6,0,1,17,3,0.025
2.6,0,1,18,15,0.125
2.6,0,1,19,0,0.0
2.6,0,1,20,0,0.0
2.6,0,1,21,0,0.0
2.6,0,1,22,8,0.066
2.6,0,1,23,0,0.0
2.6,0,1,24,0,0.0
2.6,0,1,25,0,0.0
2.7,0,1,26,8,0.066
2.7,0,1,27,0,0.0
2.7,0,1,28,0,0.0
2.7,0,1,29,0,0.0
2.7,0,1,30,4,0.033
2.7,0,1,31,0,0.0
2.7,0,1,32,0,0.0
2.7,0,1,33,0,0.0
2.7,0,1,34,1,0.008
2.7,0,1,3,15,0.125
2.7,0,1,4,39,0.324
2.7,0,1,5,0,0.0
2.7,0,1,6,0,0.0
2.7,0,1,7,4,0.033
2.8,0,1,8,19,0.158
2.8,0,1,9,6,0.05
2.8,0,1,10,0,0.0
2.8,0,1,11,9,0.075
2.8,0,1,12,7,0.058
2.8,0,1,13,5,0.042
2.8,0,1,14,4,0.033
2.8,0,1,15,1,0.008
2.8,0,1,16,8,0.066
2.8,0,1,17,17,0.141
2.8,0,1,18,0,0.0
2.8,0,1,19,0,0.0
2.8,0,1,20,0,0.0
2.8,0,1,21,7,0.058
2.8,0,1,22,0,0.0
2.8,0,1,23,0,0.0
2.8,0,1,24,0,0.0
2.8,0,1,25,3,0.025
2.8,0,1,26,9,0.075
2.8,0,1,27,0,0.0
2.8,0,1,28,0,0.0
2.8,0,1,29,0,0.0
2.9,0,1,30,6,0.05
2.9,0,1,31,0,0.0
2.9,0,1,32,0,0.0
2.9,0,1,33,0,0.0
2.9,0,1,34,3,0.025
2.9,0,1,3,8,0.066
2.9,0,1,4,30,0.249
2.9,0,1,5,0,0.0
2.9,0,1,6,0,0.0
2.9,0,1,7,1,0.008
2.9,0,1,8,28,0.232
2.9,0,1,9,20,0.166
2.9,0,1,10,0,0.0
2.9,0,1,11,9,0.075
2.9,0,1,12,7,0.058
3.0,0,1,13,5,0.042
3.0,0,1,14,4,0.033
3.0,0,1,15,1,0.008
3.0,0,1,16,0,0.0
3.0,0,1,17,19,0.158
3.0,0,1,18,7,0.058
3.0,0,1,19,0,0.0
3.0,0,1,20,0,0.0
3.0,0,1,21,3,0.025
3.0,0,1,22,11,0.091
3.0,0,1,23,0,0.0
3.0,0,1,24,0,0.0
3.0,0,1,25,0,0.0
3.0,0,1,26,7,0.058
3.0,0,1,27,0,0.0
3.0,0,1,28,0,0.0
3.0,0,1,29,0,0.0
3.0,0,1,30,6,0.05
3.0,0,1,31,4,0.033
3.0,0,1,32,0,0.0
3.0,0,1,33,0,0.0
3.0,0,1,34,0,0.0
3.1,0,1,3,7,0.058
3.1,0,1,4,33,0.274
3.1,0,1,5,3,0.025
3.1,0,1,6,0,0.0
3.1,0,1,7,0,0.0
3.1,0,1,8,15,0.125
3.1,0,1,9,22,0.183
3.1,0,1,10,0,0.0
3.1,0,1,11,9,0.075
3.1,0,1,12,7,0.058
3.1,0,1,13,5,0.042
3.1,0,1,14,4,0.033
3.1,0,1,15,1,0.008
3.1,0,1,16,0,0.0
3.2,0,1,17,7,0.058
3.2,0,1,18,16,0.133
3.2,0,1,19,0,0.0
3.2,0,1,20,0,0.0
3.2,0,1,21,0,0.0
3.2,0,1,22,8,0.066
3.2,0,1,23,0,0.0
3.2,0,1,24,0,0.0
