Time,Channel,nodeId,ADCChannel,ADCData,ADCDataConverted
0.0,0,2,3,64,0.531
0.0,0,2,4,32,0.266
0.0,0,2,5,0,0.0
0.0,0,2,6,0,0.0
0.0,0,2,7,15,0.125
0.0,0,2,8,50,0.415
0.0,0,2,9,0,0.0
0.0,0,2,10,0,0.0
0.0,0,2,11,0,0.0
0.0,0,2,12,0,0.0
0.0,0,2,13,0,0.0
0.1,0,2,14,0,0.0
0.1,0,2,15,0,0.0
0.1,0,2,16,0,0.0
0.1,0,2,17,53,0.44
0.1,0,2,18,3942,32.722
0.1,0,2,19,3798,31.526
0.1,0,2,20,3795,31.501
0.1,0,2,21,3795,31.501
0.1,0,2,22,3795,31.501
0.1,0,2,23,0,0.0
0.1,0,2,24,3798,31.526
0.1,0,2,25,3803,31.568
0.1,0,2,26,64,0.531
0.1,0,2,27,0,0.0
0.1,0,2,28,0,0.0
0.1,0,2,29,0,0.0
0.1,0,2,30,43,0.357
0.1,0,2,31,2,0.017
0.1,0,2,32,0,0.0
0.1,0,2,33,0,0.0
0.1,0,2,34,3847,31.933
0.2,0,2,3,64,0.531
0.2,0,2,4,31,0.257
0.2,0,2,5,40,0.332
0.2,0,2,6,0,0.0
0.2,0,2,7,0,0.0
0.2,0,2,8,15,0.125
0.2,0,2,9,43,0.357
0.2,0,2,10,0,0.0
0.2,0,2,11,0,0.0
0.2,0,2,12,0,0.0
0.2,0,2,13,0,0.0
0.2,0,2,14,0,0.0
0.2,0,2,15,0,0.0
0.2,0,2,16,0,0.0
0.2,0,2,17,0,0.0
0.2,0,2,18,3946,32.755
0.2,0,2,19,3798,31.526
0.3,0,2,20,3795,31.501
0.3,0,2,21,3795,31.501
0.3,0,2,22,3797,31.518
0.3,0,2,23,0,0.0
0.3,0,2,24,3797,31.518
0.3,0,2,25,3804,31.576
0.3,0,2,26,32,0.266
0.3,0,2,27,32,0.266
0.3,0,2,28,0,0.0
0.3,0,2,29,0,0.0
0.3,0,2,30,0,0.0
0.3,0,2,31,31,0.257
0.3,0,2,32,20,0.166
0.3,0,2,33,0,0.0
0.3,0,2,34,3856,32.008
0.4,0,2,3,64,0.531
0.4,0,2,4,0,0.0
0.4,0,2,5,23,0.191
0.4,0,2,6,0,0.0
0.4,0,2,7,0,0.0
0.4,0,2,8,0,0.0
0.4,0,2,9,0,0.0
0.4,0,2,10,73,0.606
0.4,0,2,11,4,0.033
0.4,0,2,12,0,0.0
0.4,0,2,13,0,0.0
0.4,0,2,14,0,0.0
0.4,0,2,15,0,0.0
0.4,0,2,16,0,0.0
0.4,0,2,17,0,0.0
0.4,0,2,18,3942,32.722
0.4,0,2,19,3800,31.543
0.4,0,2,20,3795,31.501
0.4,0,2,21,3795,31.501
0.4,0,2,22,3793,31.485
0.4,0,2,23,0,0.0
0.4,0,2,24,3797,31.518
0.5,0,2,25,3802,31.56
0.5,0,2,26,0,0.0
0.5,0,2,27,0,0.0
0.5,0,2,28,39,0.324
0.5,0,2,29,8,0.066
0.5,0,2,30,0,0.0
0.5,0,2,31,0,0.0
0.5,0,2,32,25,0.208
0.5,0,2,33,53,0.44
0.5,0,2,34,3847,31.933
0.5,0,2,3,64,0.531
0.5,0,2,4,0,0.0
0.5,0,2,5,0,0.0
0.5,0,2,6,0,0.0
0.5,0,2,7,31,0.257
0.5,0,2,8,20,0.166
0.6,0,2,9,0,0.0
0.6,0,2,10,0,0.0
0.6,0,2,11,15,0.125
0.6,0,2,12,0,0.0
0.6,0,2,13,0,0.0
0.6,0,2,14,0,0.0
0.6,0,2,15,0,0.0
0.6,0,2,16,0,0.0
0.6,0,2,17,36,0.299
0.6,0,2,18,3944,32.738
0.6,0,2,19,3796,31.51
0.6,0,2,20,3793,31.485
0.6,0,2,21,3798,31.526
0.6,0,2,22,3796,31.51
0.6,0,2,23,0,0.0
0.6,0,2,24,3798,31.526
0.6,0,2,25,3806,31.593
0.6,0,2,26,12,0.1
0.6,0,2,27,0,0.0
0.6,0,2,28,0,0.0
0.6,0,2,29,27,0.224
0.6,0,2,30,10,0.083
0.7,0,2,31,0,0.0
0.7,0,2,32,0,0.0
0.7,0,2,33,15,0.125
0.7,0,2,34,3848,31.941
0.7,0,2,3,64,0.531
0.7,0,2,4,46,0.382
0.7,0,2,5,0,0.0
0.7,0,2,6,0,0.0
0.7,0,2,7,0,0.0
0.7,0,2,8,57,0.473
0.7,0,2,9,8,0.066
0.7,0,2,10,0,0.0
0.7,0,2,11,0,0.0
0.7,0,2,12,0,0.0
0.7,0,2,13,0,0.0
0.8,0,2,14,0,0.0
0.8,0,2,15,0,0.0
0.8,0,2,16,0,0.0
0.8,0,2,17,48,0.398
0.8,0,2,18,3944,32.738
0.8,0,2,19,3799,31.535
0.8,0,2,20,3796,31.51
0.8,0,2,21,3797,31.518
0.8,0,2,22,3798,31.526
0.8,0,2,23,0,0.0
0.8,0,2,24,3798,31.526
0.8,0,2,25,3806,31.593
0.8,0,2,26,51,0.423
0.8,0,2,27,12,0.1
0.8,0,2,28,0,0.0
0.8,0,2,29,0,0.0
0.8,0,2,30,23,0.191
0.8,0,2,31,48,0.398
0.8,0,2,32,0,0.0
0.8,0,2,33,0,0.0
0.8,0,2,34,3847,31.933
0.9,0,2,3,64,0.531
0.9,0,2,4,0,0.0
0.9,0,2,5,35,0.291
0.9,0,2,6,0,0.0
0.9,0,2,7,0,0.0
0.9,0,2,8,0,0.0
0.9,0,2,9,15,0.125
0.9,0,2,10,64,0.531
0.9,0,2,11,0,0.0
0.9,0,2,12,0,0.0
0.9,0,2,13,0,0.0
0.9,0,2,14,0,0.0
0.9,0,2,15,0,0.0
0.9,0,2,16,0,0.0
0.9,0,2,17,0,0.0
0.9,0,2,18,3942,32.722
0.9,0,2,19,3798,31.526
1.0,0,2,20,3795,31.501
1.0,0,2,21,3795,31.501
1.0,0,2,22,3794,31.493
1.0,0,2,23,0,0.0
1.0,0,2,24,3798,31.526
1.0,0,2,25,3806,31.593
1.0,0,2,26,0,0.0
1.0,0,2,27,11,0.091
1.0,0,2,28,33,0.274
1.0,0,2,29,0,0.0
1.0,0,2,30,0,0.0
1.0,0,2,31,0,0.0
1.0,0,2,32,39,0.324
1.0,0,2,33,24,0.199
1.0,0,2,34,3851,31.966
1.1,0,2,3,64,0.531
1.1,0,2,4,0,0.0
1.1,0,2,5,0,0.0
1.1,0,2,6,0,0.0
1.1,0,2,7,32,0.266
1.1,0,2,8,0,0.0
1.1,0,2,9,0,0.0
1.1,0,2,10,15,0.125
1.1,0,2,11,60,0.498
1.1,0,2,12,0,0.0
1.1,0,2,13,0,0.0
1.1,0,2,14,0,0.0
1.1,0,2,15,0,0.0
1.1,0,2,16,0,0.0
1.1,0,2,17,0,0.0
1.1,0,2,18,3943,32.73
1.1,0,2,19,3800,31.543
1.1,0,2,20,3795,31.501
1.1,0,2,21,3796,31.51
1.1,0,2,22,3794,31.493
1.1,0,2,23,0,0.0
1.1,0,2,24,3797,31.518
1.2,0,2,25,3808,31.609
1.2,0,2,26,0,0.0
1.2,0,2,27,7,0.058
1.2,0,2,28,32,0.266
1.2,0,2,29,0,0.0
1.2,0,2,30,0,0.0
1.2,0,2,31,0,0.0
1.2,0,2,32,54,0.448
1.2,0,2,33,4,0.033
1.2,0,2,34,3857,32.016
1.2,0,2,3,64,0.531
1.2,0,2,4,0,0.0
1.2,0,2,5,23,0.191
1.2,0,2,6,0,0.0
1.3,0,2,7,0,0.0
1.3,0,2,8,0,0.0
1.3,0,2,9,1,0.008
1.3,0,2,10,73,0.606
1.3,0,2,11,0,0.0
1.3,0,2,12,0,0.0
1.3,0,2,13,0,0.0
1.3,0,2,14,0,0.0
1.3,0,2,15,0,0.0
1.3,0,2,16,0,0.0
1.3,0,2,17,0,0.0
1.3,0,2,18,3944,32.738
1.3,0,2,19,3797,31.518
1.3,0,2,20,3796,31.51
1.3,0,2,21,3798,31.526
1.3,0,2,22,3793,31.485
1.3,0,2,23,0,0.0
1.3,0,2,24,3795,31.501
1.3,0,2,25,3808,31.609
1.4,0,2,26,8,0.066
1.4,0,2,27,0,0.0
1.4,0,2,28,32,0.266
1.4,0,2,29,0,0.0
1.4,0,2,30,0,0.0
1.4,0,2,31,31,0.257
1.4,0,2,32,0,0.0
1.4,0,2,33,0,0.0
1.4,0,2,34,3852,31.975
1.4,0,2,3,64,0.531
1.5,0,2,4,0,0.0
1.5,0,2,5,0,0.0
1.5,0,2,6,0,0.0
1.5,0,2,7,0,0.0
1.5,0,2,8,0,0.0
1.5,0,2,9,21,0.174
1.5,0,2,10,32,0.266
1.5,0,2,11,0,0.0
1.5,0,2,12,0,0.0
1.5,0,2,13,0,0.0
1.5,0,2,14,0,0.0
1.5,0,2,15,0,0.0
1.5,0,2,16,0,0.0
1.5,0,2,17,47,0.39
1.5,0,2,18,3944,32.738
1.5,0,2,19,3797,31.518
1.5,0,2,20,3797,31.518
1.6,0,2,21,3796,31.51
1.6,0,2,22,3794,31.493
1.6,0,2,23,0,0.0
1.6,0,2,24,3796,31.51
1.6,0,2,25,3804,31.576
1.6,0,2,26,31,0.257
1.6,0,2,27,30,0.249
1.6,0,2,28,0,0.0
1.6,0,2,29,0,0.0
1.6,0,2,30,44,0.365
1.6,0,2,31,0,0.0
1.6,0,2,32,0,0.0
1.6,0,2,33,26,0.216
1.6,0,2,34,3857,32.016
1.7,0,2,3,64,0.531
1.7,0,2,4,7,0.058
1.7,0,2,5,48,0.398
1.7,0,2,6,0,0.0
1.7,0,2,7,0,0.0
1.7,0,2,8,56,0.465
1.7,0,2,9,8,0.066
1.7,0,2,10,0,0.0
1.7,0,2,11,15,0.125
1.7,0,2,12,0,0.0
1.7,0,2,13,0,0.0
1.7,0,2,14,0,0.0
1.7,0,2,15,0,0.0
1.8,0,2,16,0,0.0
1.8,0,2,17,0,0.0
1.8,0,2,18,3946,32.755
1.8,0,2,19,3795,31.501
1.8,0,2,20,3794,31.493
1.8,0,2,21,3796,31.51
1.8,0,2,22,3796,31.51
1.8,0,2,23,0,0.0
1.8,0,2,24,3797,31.518
1.8,0,2,25,3806,31.593
1.8,0,2,26,48,0.398
1.8,0,2,27,0,0.0
1.8,0,2,28,0,0.0
1.8,0,2,29,48,0.398
1.8,0,2,30,0,0.0
1.8,0,2,31,0,0.0
1.8,0,2,32,48,0.398
1.9,0,2,33,0,0.0
1.9,0,2,34,3856,32.008
1.9,0,2,3,64,0.531
1.9,0,2,4,15,0.125
1.9,0,2,5,48,0.398
1.9,0,2,6,0,0.0
1.9,0,2,7,0,0.0
1.9,0,2,8,0,0.0
1.9,0,2,9,23,0.191
1.9,0,2,10,48,0.398
1.9,0,2,11,0,0.0
1.9,0,2,12,0,0.0
1.9,0,2,13,0,0.0
1.9,0,2,14,0,0.0
1.9,0,2,15,0,0.0
2.0,0,2,16,0,0.0
2.0,0,2,17,0,0.0
